Epoch , PRN , SvX , SvY , SvZ, PrM, PrSigmaM , GTx , GTy, GTz
428 , 2 , -4595105.157084 , -17837009.686243 , 19796168.790710 , 21004707.615381, 1.199170, -2696801.967046, -4292092.805655, 3858133.780743
428 , 5 , -2042721.556605 , -26299709.139186 , -2095739.199140 , 22810735.106053, 2.997925, -2696801.967046, -4292092.805655, 3858133.780743
428 , 6 , 7181341.684671 , -12969870.606587 , 22089306.826379 , 22480504.837054, 2.098547, -2696801.967046, -4292092.805655, 3858133.780743
428 , 12 , -10749482.881608 , -16283503.556744 , 17858751.570129 , 20118664.132589, 1.498962, -2696801.967046, -4292092.805655, 3858133.780743
428 , 19 , 16596895.557016 , -16307734.913213 , 12490119.196776 , 24315823.918849, 8.094396, -2696801.967046, -4292092.805655, 3858133.780743
428 , 24 , -21676874.747154 , -15014481.280300 , -4736724.334901 , 23435132.664637, 4.197094, -2696801.967046, -4292092.805655, 3858133.780743
428 , 25 , -14636457.543870 , -5550289.050866 , 21251728.327245 , 21137270.415523, 6.295642, -2696801.967046, -4292092.805655, 3858133.780743
428 , 29 , -23218967.825714 , 1681191.248106 , 12763200.831360 , 23157259.133962, 3.597509, -2696801.967046, -4292092.805655, 3858133.780743
429 , 2 , -4592931.956636 , -17836042.484126 , 19797585.513051 , 21004975.196681, 1.199170, -2696812.121068, -4292077.729598, 3858143.455915
429 , 5 , -2042402.548895 , -26299967.385851 , -2092584.741181 , 22810197.134668, 2.997925, -2696812.121068, -4292077.729598, 3858143.455915
429 , 6 , 7183744.287417 , -12968459.611480 , 22089358.546677 , 22481072.803506, 1.798755, -2696812.121068, -4292077.729598, 3858143.455915
429 , 12 , -10749169.347803 , -16285790.697238 , 17856894.843194 , 20118616.928085, 1.498962, -2696812.121068, -4292077.729598, 3858143.455915
429 , 19 , 16598465.826667 , -16308214.898088 , 12487467.332733 , 24316384.991616, 5.696057, -2696812.121068, -4292077.729598, 3858143.455915
429 , 24 , -21676220.809445 , -15014500.531622 , -4739746.165607 , 23435731.205397, 4.197094, -2696812.121068, -4292077.729598, 3858143.455915
429 , 25 , -14636381.185158 , -5553037.920475 , 21251096.168043 , 21136885.342656, 5.096472, -2696812.121068, -4292077.729598, 3858143.455915
429 , 29 , -23217573.275318 , 1680344.711238 , 12765837.557008 , 23156812.302797, 3.597509, -2696812.121068, -4292077.729598, 3858143.455915
430 , 2 , -4590758.546962 , -17835075.334264 , 19799001.836247 , 21005240.928251, 1.199170, -2696822.302649, -4292062.619337, 3858153.166079
430 , 5 , -2042083.545749 , -26300225.253089 , -2089430.238174 , 22809657.645141, 2.997925, -2696822.302649, -4292062.619337, 3858153.166079
430 , 6 , 7186146.982100 , -12967048.761242 , 22089409.799344 , 22481638.641009, 1.798755, -2696822.302649, -4292062.619337, 3858153.166079
430 , 12 , -10748855.973235 , -16288077.619267 , 17855037.731634 , 20118573.265969, 1.199170, -2696822.302649, -4292062.619337, 3858153.166079
430 , 19 , 16600035.755249 , -16308694.845761 , 12484815.198464 , 24316955.906282, 5.696057, -2696822.302649, -4292062.619337, 3858153.166079
430 , 24 , -21675566.540435 , -15014519.646931 , -4742767.898084 , 23436325.505773, 4.197094, -2696822.302649, -4292062.619337, 3858153.166079
430 , 25 , -14636304.987917 , -5555786.710807 , 21250463.548118 , 21136466.660649, 5.096472, -2696822.302649, -4292062.619337, 3858153.166079
430 , 29 , -23216178.477321 , 1679497.944154 , 12768474.010660 , 23156368.420682, 3.597509, -2696822.302649, -4292062.619337, 3858153.166079
431 , 2 , -4588584.928079 , -17834108.236722 , 19800417.760261 , 21005506.869224, 1.199170, -2696832.492506, -4292047.436422, 3858162.950671
431 , 5 , -2041764.547111 , -26300482.740888 , -2086275.690283 , 22809125.222945, 2.698132, -2696832.492506, -4292047.436422, 3858162.950671
431 , 6 , 7188549.768648 , -12965638.055919 , 22089460.584377 , 22482206.450390, 1.798755, -2696832.492506, -4292047.436422, 3858162.950671
431 , 12 , -10748542.757806 , -16290364.322856 , 17853180.235457 , 20118527.422577, 1.199170, -2696832.492506, -4292047.436422, 3858162.950671
431 , 19 , 16601605.342910 , -16309174.756097 , 12482162.793911 , 24317523.138949, 5.696057, -2696832.492506, -4292047.436422, 3858162.950671
431 , 24 , -21674911.940169 , -15014538.626248 , -4745789.532104 , 23436931.707194, 3.897302, -2696832.492506, -4292047.436422, 3858162.950671
431 , 25 , -14636228.952217 , -5558535.421076 , 21249830.467613 , 21136073.647917, 5.096472, -2696832.492506, -4292047.436422, 3858162.950671
431 , 29 , -23214783.431760 , 1678650.946724 , 12771110.192306 , 23155921.746544, 3.597509, -2696832.492506, -4292047.436422, 3858162.950671
432 , 2 , -4586411.100146 , -17833141.191539 , 19801833.285042 , 21005777.748612, 1.199170, -2696842.776748, -4292032.177384, 3858172.786617
432 , 5 , -2041445.552931 , -26300739.849251 , -2083121.097445 , 22808587.583124, 2.997925, -2696842.776748, -4292032.177384, 3858172.786617
432 , 6 , 7190952.646992 , -12964227.495551 , 22089510.901777 , 22482772.933560, 1.798755, -2696842.776748, -4292032.177384, 3858172.786617
432 , 12 , -10748229.701566 , -16292650.807870 , 17851322.354726 , 20118483.219507, 1.199170, -2696842.776748, -4292032.177384, 3858172.786617
432 , 19 , 16603174.589629 , -16309654.629081 , 12479510.119080 , 24318080.616945, 5.696057, -2696842.776748, -4292032.177384, 3858172.786617
432 , 24 , -21674257.008595 , -15014557.469632 , -4748811.067765 , 23437533.563495, 3.897302, -2696842.776748, -4292032.177384, 3858172.786617
432 , 25 , -14636153.078008 , -5561284.051637 , 21249196.926463 , 21135669.100593, 5.096472, -2696842.776748, -4292032.177384, 3858172.786617
432 , 29 , -23213388.138720 , 1677803.719074 , 12773746.101817 , 23155480.639020, 3.597509, -2696842.776748, -4292032.177384, 3858172.786617
433 , 2 , -4584237.063069 , -17832174.198755 , 19803248.410601 , 21006045.766162, 1.199170, -2696853.113488, -4292016.770573, 3858182.683525
433 , 5 , -2041126.563162 , -26300996.578166 , -2079966.459813 , 22808053.049455, 2.997925, -2696853.113488, -4292016.770573, 3858182.683525
433 , 6 , 7193355.617092 , -12962817.080163 , 22089560.751542 , 22483339.242227, 1.798755, -2696853.113488, -4292016.770573, 3858182.683525
433 , 12 , -10747916.804446 , -16294937.074288 , 17849464.089475 , 20118439.452691, 1.498962, -2696853.113488, -4292016.770573, 3858182.683525
433 , 24 , -21673601.745722 , -15014576.177135 , -4751832.504923 , 23438139.747461, 4.197094, -2696853.113488, -4292016.770573, 3858182.683525
433 , 25 , -14636077.365300 , -5564032.602200 , 21248562.924726 , 21135273.086423, 5.096472, -2696853.113488, -4292016.770573, 3858182.683525
433 , 29 , -23211992.598217 , 1676956.261045 , 12776381.739228 , 23155034.837386, 3.597509, -2696853.113488, -4292016.770573, 3858182.683525
434 , 2 , -4582062.816975 , -17831207.258414 , 19804663.136892 , 21006314.848178, 1.199170, -2696863.477799, -4292001.207361, 3858192.733999
434 , 5 , -2040807.577775 , -26301252.927630 , -2076811.777405 , 22807516.875457, 2.997925, -2696863.477799, -4292001.207361, 3858192.733999
434 , 6 , 7195758.678879 , -12961406.809796 , 22089610.133671 , 22483903.613925, 1.798755, -2696863.477799, -4292001.207361, 3858192.733999
434 , 12 , -10747604.066451 , -16297223.122036 , 17847605.439739 , 20118395.232172, 1.498962, -2696863.477799, -4292001.207361, 3858192.733999
434 , 24 , -21672946.151513 , -15014594.748811 , -4754853.843617 , 23438740.085594, 4.197094, -2696863.477799, -4292001.207361, 3858192.733999
434 , 25 , -14636001.814070 , -5566781.072879 , 21247928.462380 , 21134868.818304, 5.096472, -2696863.477799, -4292001.207361, 3858192.733999
434 , 29 , -23210596.810307 , 1676108.572674 , 12779017.104472 , 23154585.615512, 3.597509, -2696863.477799, -4292001.207361, 3858192.733999
435 , 2 , -4579888.361795 , -17830240.370577 , 19806077.463901 , 21006582.254973, 1.199170, -2696873.904660, -4291985.454177, 3858202.885079
435 , 5 , -2040488.596665 , -26301508.897633 , -2073657.050373 , 22806986.843933, 2.997925, -2696873.904660, -4291985.454177, 3858202.885079
435 , 6 , 7198161.832263 , -12959996.684506 , 22089659.048164 , 22484473.813994, 1.798755, -2696873.904660, -4291985.454177, 3858202.885079
435 , 12 , -10747291.487472 , -16299508.951127 , 17845746.405544 , 20118347.870613, 1.498962, -2696873.904660, -4291985.454177, 3858202.885079
435 , 19 , 16607880.283544 , -16311094.023341 , 12471550.474050 , 24319758.704855, 9.293566, -2696873.904660, -4291985.454177, 3858202.885079
435 , 24 , -21672290.225896 , -15014613.184804 , -4757875.083781 , 23439334.577913, 4.197094, -2696873.904660, -4291985.454177, 3858202.885079
435 , 25 , -14635926.424300 , -5569529.463537 , 21247293.539464 , 21134466.504612, 5.696057, -2696873.904660, -4291985.454177, 3858202.885079
435 , 29 , -23209200.775107 , 1675260.653942 , 12781652.197384 , 23154145.206012, 3.597509, -2696873.904660, -4291985.454177, 3858202.885079
436 , 2 , -4577713.697682 , -17829273.535269 , 19807491.391592 , 21006849.400010, 1.199170, -2696884.539085, -4291969.601303, 3858213.002079
436 , 5 , -2040169.619794 , -26301764.488182 , -2070502.278609 , 22806446.045621, 3.297717, -2696884.539085, -4291969.601303, 3858213.002079
436 , 6 , 7200565.077229 , -12958586.704301 , 22089707.495019 , 22485039.529341, 1.798755, -2696884.539085, -4291969.601303, 3858213.002079
436 , 12 , -10746979.067604 , -16301794.561369 , 17843886.986977 , 20118304.714554, 1.498962, -2696884.539085, -4291969.601303, 3858213.002079
436 , 19 , 16609448.165812 , -16311573.746421 , 12468896.719249 , 24320341.223865, 4.796679, -2696884.539085, -4291969.601303, 3858213.002079
436 , 24 , -21671633.969035 , -15014631.484962 , -4760896.225190 , 23439939.278606, 4.197094, -2696884.539085, -4291969.601303, 3858213.002079
436 , 25 , -14635851.195997 , -5572277.774132 , 21246658.155976 , 21134057.908833, 5.696057, -2696884.539085, -4291969.601303, 3858213.002079
436 , 29 , -23207804.492577 , 1674412.504778 , 12784287.018084 , 23153693.139750, 3.597509, -2696884.539085, -4291969.601303, 3858213.002079
437 , 2 , -4575538.824640 , -17828306.752550 , 19808904.919934 , 21007117.749115, 1.199170, -2696895.314920, -4291953.714450, 3858222.959676
437 , 5 , -2039850.647161 , -26302019.699256 , -2067347.462348 , 22805910.953534, 3.297717, -2696895.314920, -4291953.714450, 3858222.959676
437 , 6 , 7202968.413661 , -12957176.869250 , 22089755.474236 , 22485609.467652, 1.798755, -2696895.314920, -4291953.714450, 3858222.959676
437 , 12 , -10746666.806746 , -16304079.952800 , 17842027.184039 , 20118259.481921, 1.498962, -2696895.314920, -4291953.714450, 3858222.959676
437 , 19 , 16611015.707169 , -16312053.431813 , 12466242.694368 , 24320903.954368, 4.197094, -2696895.314920, -4291953.714450, 3858222.959676
437 , 24 , -21670977.380766 , -15014649.649495 , -4763917.267981 , 23440534.992440, 5.696057, -2696895.314920, -4291953.714450, 3858222.959676
437 , 25 , -14635776.129158 , -5575026.004471 , 21246022.311957 , 21133656.520000, 5.096472, -2696895.314920, -4291953.714450, 3858222.959676
437 , 29 , -23206407.962822 , 1673564.125189 , 12786921.566423 , 23153240.794295, 3.597509, -2696895.314920, -4291953.714450, 3858222.959676
438 , 2 , -4573363.742651 , -17827340.022471 , 19810318.048909 , 21007385.103554, 1.199170, -2696906.083918, -4291937.916587, 3858232.856450
438 , 5 , -2039531.678629 , -26302274.530858 , -2064192.601604 , 22805376.367500, 3.297717, -2696906.083918, -4291937.916587, 3858232.856450
438 , 6 , 7205371.841625 , -12955767.179317 , 22089802.985815 , 22486174.519889, 1.798755, -2696906.083918, -4291937.916587, 3858232.856450
438 , 12 , -10746354.704861 , -16306365.125340 , 17840166.996795 , 20118216.256061, 1.498962, -2696906.083918, -4291937.916587, 3858232.856450
438 , 19 , 16612582.907372 , -16312533.079497 , 12463588.399709 , 24321474.397818, 6.295642, -2696906.083918, -4291937.916587, 3858232.856450
438 , 24 , -21670320.461190 , -15014667.678367 , -4766938.211852 , 23441145.312118, 4.796679, -2696906.083918, -4291937.916587, 3858232.856450
438 , 25 , -14635701.223757 , -5577774.154554 , 21245386.007416 , 21133258.935312, 5.096472, -2696906.083918, -4291937.916587, 3858232.856450
438 , 29 , -23205011.185949 , 1672715.515200 , 12789555.842249 , 23152798.849176, 3.897302, -2696906.083918, -4291937.916587, 3858232.856450
439 , 2 , -4571188.451829 , -17826373.345071 , 19811730.778479 , 21007653.696965, 1.199170, -2696916.807302, -4291922.170665, 3858242.694501
439 , 5 , -2039212.714228 , -26302528.982976 , -2061037.696467 , 22804843.927843, 3.297717, -2696916.807302, -4291922.170665, 3858242.694501
439 , 6 , 7207775.360920 , -12954357.634620 , 22089850.029753 , 22486744.109203, 1.798755, -2696916.807302, -4291922.170665, 3858242.694501
439 , 12 , -10746042.761955 , -16308650.078919 , 17838306.425277 , 20118173.065105, 1.498962, -2696916.807302, -4291922.170665, 3858242.694501
439 , 19 , 16614149.766473 , -16313012.689428 , 12460933.835225 , 24322040.094880, 8.094396, -2696916.807302, -4291922.170665, 3858242.694501
439 , 24 , -21669663.210224 , -15014685.571676 , -4769959.056935 , 23441750.571198, 4.197094, -2696916.807302, -4291922.170665, 3858242.694501
439 , 25 , -14635626.479776 , -5580522.224450 , 21244749.242341 , 21132851.194598, 5.096472, -2696916.807302, -4291922.170665, 3858242.694501
439 , 29 , -23203614.161949 , 1671866.674728 , 12792189.845627 , 23152353.030085, 4.197094, -2696916.807302, -4291922.170665, 3858242.694501
440 , 2 , -4569012.952245 , -17825406.720384 , 19813143.108621 , 21007922.447426, 1.199170, -2696927.419493, -4291906.410009, 3858252.625918
440 , 5 , -2038893.753907 , -26302783.055610 , -2057882.746916 , 22804305.328250, 2.997925, -2696927.419493, -4291906.410009, 3858252.625918
440 , 6 , 7210178.971586 , -12952948.235136 , 22089896.606052 , 22487306.648619, 1.798755, -2696927.419493, -4291906.410009, 3858252.625918
440 , 12 , -10745730.978043 , -16310934.813447 , 17836445.469529 , 20118130.345304, 1.498962, -2696927.419493, -4291906.410009, 3858252.625918
440 , 19 , 16615716.284281 , -16313492.261625 , 12458279.001101 , 24322615.529111, 8.094396, -2696927.419493, -4291906.410009, 3858252.625918
440 , 24 , -21669005.627852 , -15014703.329456 , -4772979.803240 , 23442343.702389, 4.796679, -2696927.419493, -4291906.410009, 3858252.625918
440 , 25 , -14635551.897262 , -5583270.213719 , 21244112.016801 , 21132459.822191, 5.096472, -2696927.419493, -4291906.410009, 3858252.625918
440 , 29 , -23202216.890872 , 1671017.603804 , 12794823.576503 , 23151903.180010, 3.897302, -2696927.419493, -4291906.410009, 3858252.625918
441 , 2 , -4566837.243810 , -17824440.148466 , 19814555.039329 , 21008187.480989, 1.199170, -2696937.894325, -4291890.635661, 3858262.700599
441 , 5 , -2038574.797548 , -26303036.748754 , -2054727.753089 , 22803767.531387, 2.997925, -2696937.894325, -4291890.635661, 3858262.700599
441 , 6 , 7212582.673475 , -12951538.980953 , 22089942.714709 , 22487875.679519, 1.798755, -2696937.894325, -4291890.635661, 3858262.700599
441 , 12 , -10745419.353003 , -16313219.328958 , 17834584.129566 , 20118084.187808, 1.498962, -2696937.894325, -4291890.635661, 3858262.700599
441 , 19 , 16617282.461163 , -16313971.795873 , 12455623.897096 , 24323167.161287, 4.796679, -2696937.894325, -4291890.635661, 3858262.700599
441 , 24 , -21668347.714119 , -15014720.951744 , -4776000.450496 , 23442945.698304, 3.897302, -2696937.894325, -4291890.635661, 3858262.700599
441 , 25 , -14635477.476117 , -5586018.122863 , 21243474.330728 , 21132045.520193, 5.096472, -2696937.894325, -4291890.635661, 3858262.700599
441 , 29 , -23200819.372791 , 1670168.302317 , 12797457.034805 , 23151451.410406, 3.897302, -2696937.894325, -4291890.635661, 3858262.700599
442 , 2 , -4564661.326695 , -17823473.629389 , 19815966.570521 , 21008460.157746, 1.199170, -2696948.301109, -4291874.935750, 3858272.773042
442 , 5 , -2038255.845120 , -26303290.062399 , -2051572.715084 , 22803233.451403, 2.997925, -2696948.301109, -4291874.935750, 3858272.773042
442 , 6 , 7214986.466632 , -12950129.872047 , 22089988.355724 , 22488441.831123, 2.098547, -2696948.301109, -4291874.935750, 3858272.773042
442 , 12 , -10745107.886826 , -16315503.625358 , 17832722.405450 , 20118037.873261, 1.199170, -2696948.301109, -4291874.935750, 3858272.773042
442 , 19 , 16618848.296696 , -16314451.292224 , 12452968.523658 , 24323739.018204, 3.897302, -2696948.301109, -4291874.935750, 3858272.773042
442 , 24 , -21667689.468970 , -15014738.438632 , -4779020.998718 , 23443548.741225, 3.897302, -2696948.301109, -4291874.935750, 3858272.773042
442 , 25 , -14635403.216399 , -5588765.951273 , 21242836.184228 , 21131650.849692, 5.696057, -2696948.301109, -4291874.935750, 3858272.773042
442 , 29 , -23199421.607836 , 1669318.770395 , 12800090.220320 , 23151015.677556, 3.597509, -2696948.301109, -4291874.935750, 3858272.773042
443 , 2 , -4562485.200853 , -17822507.163152 , 19817377.702233 , 21008726.482625, 1.199170, -2696958.556356, -4291859.570376, 3858282.630265
443 , 5 , -2037936.896620 , -26303542.996541 , -2048417.632891 , 22802695.131025, 3.297717, -2696958.556356, -4291859.570376, 3858282.630265
443 , 6 , 7217390.350901 , -12948720.908510 , 22090033.529096 , 22489008.855240, 1.798755, -2696958.556356, -4291859.570376, 3858282.630265
443 , 12 , -10744796.579578 , -16317787.702490 , 17830860.297257 , 20117996.601826, 1.498962, -2696958.556356, -4291859.570376, 3858282.630265
443 , 19 , 16620413.791053 , -16314930.750617 , 12450312.880599 , 24324302.725894, 3.897302, -2696958.556356, -4291859.570376, 3858282.630265
443 , 24 , -21667030.892422 , -15014755.790111 , -4782041.447900 , 23444146.932978, 4.197094, -2696958.556356, -4291859.570376, 3858282.630265
443 , 25 , -14635329.118093 , -5591513.699041 , 21242197.577280 , 21131258.238310, 5.096472, -2696958.556356, -4291859.570376, 3858282.630265
443 , 29 , -23198023.595943 , 1668469.007877 , 12802723.133228 , 23150568.497342, 3.597509, -2696958.556356, -4291859.570376, 3858282.630265
444 , 2 , -4560308.866382 , -17821540.749829 , 19818788.434400 , 21008995.459938, 1.199170, -2696968.618474, -4291844.550386, 3858292.256287
444 , 5 , -2037617.952014 , -26303795.551165 , -2045262.506682 , 22802163.075283, 3.297717, -2696968.618474, -4291844.550386, 3858292.256287
444 , 6 , 7219794.326281 , -12947312.090342 , 22090078.234824 , 22489574.622948, 2.398340, -2696968.618474, -4291844.550386, 3858292.256287
444 , 12 , -10744485.431165 , -16320071.560378 , 17828997.804991 , 20117954.998837, 1.498962, -2696968.618474, -4291844.550386, 3858292.256287
444 , 19 , 16621978.944154 , -16315410.170984 , 12447656.968071 , 24324869.400150, 4.197094, -2696968.618474, -4291844.550386, 3858292.256287
444 , 24 , -21666371.984478 , -15014773.006239 , -4785061.797902 , 23444748.387928, 4.197094, -2696968.618474, -4291844.550386, 3858292.256287
444 , 25 , -14635255.181153 , -5594261.366325 , 21241558.509866 , 21130852.992972, 6.295642, -2696968.618474, -4291844.550386, 3858292.256287
444 , 29 , -23196625.337209 , 1667619.014766 , 12805355.773393 , 23150119.467409, 3.597509, -2696968.618474, -4291844.550386, 3858292.256287
445 , 2 , -4558132.323275 , -17820574.389456 , 19820198.767014 , 21009262.273425, 1.199170, -2696978.560901, -4291829.698615, 3858301.795880
445 , 5 , -2037299.011144 , -26304047.726285 , -2042107.336366 , 22801621.945406, 3.297717, -2696978.560901, -4291829.698615, 3858301.795880
445 , 6 , 7222198.392670 , -12945903.417605 , 22090122.472908 , 22490142.432333, 1.798755, -2696978.560901, -4291829.698615, 3858301.795880
445 , 12 , -10744174.441558 , -16322355.198976 , 17827134.928685 , 20117911.232024, 1.498962, -2696978.560901, -4291829.698615, 3858301.795880
445 , 19 , 16623543.756073 , -16315889.553248 , 12445000.786040 , 24325428.518428, 4.197094, -2696978.560901, -4291829.698615, 3858301.795880
445 , 24 , -21665712.745116 , -15014790.087074 , -4788082.048689 , 23445350.069724, 4.197094, -2696978.560901, -4291829.698615, 3858301.795880
445 , 25 , -14635181.405574 , -5597008.953018 , 21240918.982008 , 21130437.766120, 5.696057, -2696978.560901, -4291829.698615, 3858301.795880
445 , 29 , -23195226.831714 , 1666768.791092 , 12807988.140709 , 23149673.979895, 3.597509, -2696978.560901, -4291829.698615, 3858301.795880
446 , 2 , -4555955.571571 , -17819608.082080 , 19821608.700047 , 21009527.551290, 1.199170, -2696988.409674, -4291815.039585, 3858311.253194
446 , 5 , -2036980.074028 , -26304299.521884 , -2038952.122119 , 22801082.002160, 2.997925, -2696988.409674, -4291815.039585, 3858311.253194
446 , 6 , 7224602.550054 , -12944494.890308 , 22090166.243347 , 22490708.706093, 1.798755, -2696988.409674, -4291815.039585, 3858311.253194
446 , 12 , -10743863.610723 , -16324638.618234 , 17825271.668377 , 20117865.022178, 1.498962, -2696988.409674, -4291815.039585, 3858311.253194
446 , 19 , 16625108.226702 , -16316368.897371 , 12442344.334656 , 24325990.289150, 4.796679, -2696988.409674, -4291815.039585, 3858311.253194
446 , 24 , -21665053.174313 , -15014807.032681 , -4791102.200215 , 23445950.512560, 3.897302, -2696988.409674, -4291815.039585, 3858311.253194
446 , 25 , -14635107.791407 , -5599756.458568 , 21240278.993803 , 21130051.000563, 5.696057, -2696988.409674, -4291815.039585, 3858311.253194
446 , 29 , -23193828.079470 , 1665918.336739 , 12810620.235210 , 23149221.861276, 3.597509, -2696988.409674, -4291815.039585, 3858311.253194
447 , 2 , -4553778.611359 , -17818641.827757 , 19823018.233453 , 21009795.237285, 1.199170, -2696998.192118, -4291800.569668, 3858320.580388
447 , 5 , -2036661.140631 , -26304550.937950 , -2035796.864031 , 22800545.339553, 2.997925, -2696998.192118, -4291800.569668, 3858320.580388
447 , 6 , 7227006.798386 , -12943086.508481 , 22090209.546140 , 22491272.275064, 1.798755, -2696998.192118, -4291800.569668, 3858320.580388
447 , 12 , -10743552.938646 , -16326921.818065 , 17823408.024124 , 20117818.829781, 1.498962, -2696998.192118, -4291800.569668, 3858320.580388
447 , 19 , 16626672.355980 , -16316848.203309 , 12439687.614017 , 24326559.249344, 4.197094, -2696998.192118, -4291800.569668, 3858320.580388
447 , 24 , -21664393.272025 , -15014823.843141 , -4794122.252480 , 23446543.469252, 4.197094, -2696998.192118, -4291800.569668, 3858320.580388
447 , 25 , -14635034.338580 , -5602503.883404 , 21239638.545183 , 21129653.450769, 5.096472, -2696998.192118, -4291800.569668, 3858320.580388
447 , 29 , -23192429.080599 , 1665067.651817 , 12813252.056702 , 23148778.729516, 3.597509, -2696998.192118, -4291800.569668, 3858320.580388
448 , 2 , -4551601.442615 , -17817675.626521 , 19824427.367230 , 21010060.026544, 1.199170, -2697007.818697, -4291786.281614, 3858329.847645
448 , 5 , -2036342.210864 , -26304801.974488 , -2032641.562116 , 22800006.984273, 2.997925, -2697007.818697, -4291786.281614, 3858329.847645
448 , 6 , 7229411.137534 , -12941678.272199 , 22090252.381287 , 22491839.840137, 1.498962, -2697007.818697, -4291786.281614, 3858329.847645
448 , 12 , -10743242.425300 , -16329204.798415 , 17821543.995966 , 20117772.427982, 1.498962, -2697007.818697, -4291786.281614, 3858329.847645
448 , 19 , 16628236.144059 , -16317327.470959 , 12437030.624017 , 24327116.936695, 3.597509, -2697007.818697, -4291786.281614, 3858329.847645
448 , 24 , -21663733.038225 , -15014840.518519 , -4797142.205452 , 23447126.043062, 8.094396, -2697007.818697, -4291786.281614, 3858329.847645
448 , 25 , -14634961.047094 , -5605251.227362 , 21238997.636179 , 21129253.004240, 4.796679, -2697007.818697, -4291786.281614, 3858329.847645
448 , 29 , -23191029.835120 , 1664216.736226 , 12815883.605208 , 23148335.702459, 3.897302, -2697007.818697, -4291786.281614, 3858329.847645
449 , 2 , -4549424.065447 , -17816709.478419 , 19825836.101334 , 21010325.374209, 1.199170, -2697017.236032, -4291772.206311, 3858339.057900
449 , 5 , -2036023.284716 , -26305052.631486 , -2029486.216438 , 22799466.482621, 2.698132, -2697017.236032, -4291772.206311, 3858339.057900
449 , 6 , 7231815.567526 , -12940270.181450 , 22090294.748786 , 22492401.681533, 2.698132, -2697017.236032, -4291772.206311, 3858339.057900
449 , 12 , -10742932.070680 , -16331487.559211 , 17819679.583941 , 20117725.397974, 1.498962, -2697017.236032, -4291772.206311, 3858339.057900
449 , 19 , 16629799.590806 , -16317806.700314 , 12434373.364802 , 24327673.070973, 7.195019, -2697017.236032, -4291772.206311, 3858339.057900
449 , 24 , -21663072.473148 , -15014857.058628 , -4800162.058685 , 23447736.153317, 4.796679, -2697017.236032, -4291772.206311, 3858339.057900
449 , 25 , -14634887.916942 , -5607998.490411 , 21238356.266796 , 21128844.722559, 3.897302, -2697017.236032, -4291772.206311, 3858339.057900
449 , 29 , -23189630.343061 , 1663365.589932 , 12818514.880723 , 23147886.951718, 5.096472, -2697017.236032, -4291772.206311, 3858339.057900
450 , 2 , -4547246.479889 , -17815743.383494 , 19827244.435741 , 21010590.495024, 1.199170, -2697026.599594, -4291758.318752, 3858348.130842
450 , 5 , -2035704.362132 , -26305302.908941 , -2026330.827063 , 22798923.363426, 2.698132, -2697026.599594, -4291758.318752, 3858348.130842
450 , 6 , 7234220.088226 , -12938862.236312 , 22090336.648638 , 22492964.500153, 1.798755, -2697026.599594, -4291758.318752, 3858348.130842
450 , 12 , -10742621.874770 , -16333770.100377 , 17817814.788102 , 20117679.327731, 1.498962, -2697026.599594, -4291758.318752, 3858348.130842
450 , 19 , 16631362.696144 , -16318285.891332 , 12431715.836486 , 24328233.794671, 9.293566, -2697026.599594, -4291758.318752, 3858348.130842
450 , 24 , -21662411.576589 , -15014873.463697 , -4803181.812458 , 23448339.737184, 4.197094, -2697026.599594, -4291758.318752, 3858348.130842
450 , 25 , -14634814.948136 , -5610745.672304 , 21237714.437081 , 21128442.496112, 4.197094, -2697026.599594, -4291758.318752, 3858348.130842
450 , 29 , -23188230.604509 , 1662514.212974 , 12821145.883123 , 23147439.771516, 4.197094, -2697026.599594, -4291758.318752, 3858348.130842
451 , 2 , -4545068.685927 , -17814777.341808 , 19828652.370423 , 21010855.877593, 1.199170, -2697035.979432, -4291744.439156, 3858357.167151
451 , 5 , -2035385.442991 , -26305552.806852 , -2023175.394070 , 22798379.319379, 2.698132, -2697035.979432, -4291744.439156, 3858357.167151
451 , 6 , 7236624.699638 , -12937454.436786 , 22090378.080841 , 22493526.673115, 1.798755, -2697035.979432, -4291744.439156, 3858357.167151
451 , 12 , -10742311.837472 , -16336052.421931 , 17815949.608464 , 20117630.238599, 1.498962, -2697035.979432, -4291744.439156, 3858357.167151
451 , 19 , 16632925.460074 , -16318765.043915 , 12429058.039156 , 24328802.859593, 7.195019, -2697035.979432, -4291744.439156, 3858357.167151
451 , 24 , -21661750.348477 , -15014889.733856 , -4806201.466735 , 23448934.595938, 3.897302, -2697035.979432, -4291744.439156, 3858357.167151
451 , 25 , -14634742.140644 , -5613492.773060 , 21237072.147041 , 21128043.550301, 5.096472, -2697035.979432, -4291744.439156, 3858357.167151
451 , 29 , -23186830.619515 , 1661662.605240 , 12823776.612374 , 23146992.242292, 3.897302, -2697035.979432, -4291744.439156, 3858357.167151
452 , 2 , -4542890.683615 , -17813811.353411 , 19830059.905348 , 21011122.621276, 1.199170, -2697045.416662, -4291730.484423, 3858366.262974
452 , 5 , -2035066.527324 , -26305802.325197 , -2020019.917650 , 22797845.623311, 2.698132, -2697045.416662, -4291730.484423, 3858366.262974
452 , 6 , 7239029.401637 , -12936046.782945 , 22090419.045394 , 22494093.819378, 1.798755, -2697045.416662, -4291730.484423, 3858366.262974
